"uid","do_extid","do_aktid","do_titel","do_datum_start","do_datum_ende","do_ausstellungsort","do_umfang","do_band","do_bemerkung","do_edition","do_sperrfrist","do_sperrgrund","do_sperre_ende","do_entnommen","do_verz_protokoll","do_microfilm","do_reg_sgnatur","do_update","do_create","do_systematik1","do_systematik2","do_archivsignatur_alt","do_enthaelt","do_darin","do_aktentitel","do_beschreibung","do_verweis","do_kontext_link","do_transkription_link","do_reservefeld","do_dateiname","do_idart","do_teaserheadline","do_teaserbild","do_teasertext","do_urn"
"2894","1403","1395","Markgraf Christian Wilhelm von Brandenburg, postulierter Administrator des Erzstifts Magdeburg, teilt Johann Gericke, Schultheiß der Stadt Magdeburg, mit, dass Kanzler und Räte des Erzstifts Magdeburg Bittschriften betreffend die Schuldforderungen Abels von Brösigke an die Erben des Peter Giebenden erhalten haben. Um in der Angelegenheit entscheiden zu können, lädt er zu einem Verhör am 5. April 1611, Magdeburg, 13. Februar 1611.","1611-02-13","1611-02-13","Landesarchiv Sachsen-Anhalt","2 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 74v-75r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1403-1.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120833236.925413366547"
"2895","1404","1396","Die Magdeburger Bürger Burchard Stoppelherr und David Nesener, Vormünder und Ehemänner von Catharina und Anna Giebenden, der Töchter von Peter Giebenden, teilen Markgraf Christian Wilhelm von Brandenburg, postuliertem Administrator des Erzstifts Magdeburg, mit, dass sie seiner Vorladung zu einem Verhör am 15. Februar 1611 gerne gefolgt wären, dass aber ihr Anwalt schwer erkrankt ist, weshalb sie verhindert sind, Magdeburg, 12. Februar 1611.","1611-02-12","1611-02-12","Landesarchiv Sachsen-Anhalt","4 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 75v-77r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1404-1.jpg;1404-2.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120833399.370326579150"
"2896","1405","1397","Markgraf Christian Wilhelm von Brandenburg, postulierter Administrator des Erzstifts Magdeburg, teilt Abel von Brösigke in Magdeburg mit, dass das Verhör wegen der Bittschrift der Vormünder der Erben Peter Giebendens gegen seine Schuldforderungen auf den 5. April 1611 verlegt wird, Magdeburg, 14. Februar 1611.","1611-02-14","1611-02-14","Landesarchiv Sachsen-Anhalt","2 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 77v-78r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1405-1.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120833569.351695615183"
"2897","1406","1398","Der Magdeburger Abel von Brösicke antwortet Kanzler und Räten des Erzstifts Magdeburg und äußert sein Befremden über die Verlegung des Verhörs betreffend seiner Schuldforderungen an die Erben Peter Giebendens auf den 5. April 1611. Er verweist auf sein hohes Alter und die Urteile aus zwei Instanzen und bittet sie um Berücksichtigung seiner Bittschrift, Magdeburg, 18. Februar 1611.","1611-02-18","1611-02-18","Landesarchiv Sachsen-Anhalt","4 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 78r-79v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1406-1.jpg;1406-2.jpg;1406-3.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120834120.971073119204"
"2898","1407","1399","Markgraf Christian Wilhelm von Brandenburg, postulierter Administrator des Erzstifts Magdeburg, informiert die Vormünder der Erben Peter Giebendens, dass das Verhör in der Angelegenheit ihrer Appellation auf den 5. April 1611 verlegt wurde. Zugleich teilt er ihnen mit, dass er eine Bittschrift Abels von Brösicke vorliegen habe, deren Behandlung er auf den 16. März 1611 vorziehe. Er fordert sie auf, zu diesen Terminen anwesend zu sein, Magdeburg, 19. Februar 1611.","1611-02-19","1611-02-19","Landesarchiv Sachsen-Anhalt","2 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 79v-80r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1407-1.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120834359.273924308833"
"2899","1408","1400","Markgraf Christian Wilhelm von Brandenburg, postulierter Administrator des Erzstifts Magdeburg, beruft Paul, Koadjutor des Klosters Berge vor Magdeburg, Johann Gericke, Schultheiß der Stadt Magdeburg, und den Möllenvogt zu Magdeburg zu Mitgliedern einer Kommission, die den Streit zwischen Abel von Brösigke und den Vormündern der Erben Peter Giebendens entscheiden soll, Magdeburg, 13. März 1611.","1611-03-13","1611-03-13","Landesarchiv Sachsen-Anhalt","2 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 80v-81r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1408-1.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120834499.687921543598"
"2900","1409","1401","Die Magdeburger Bürger Burchard Stoppelherr und David Nesener, Vormünder und Ehemänner von Catharina und Anna Giebenden, der Töchter von Peter Giebenden, teilen Markgraf Christian Wilhelm von Brandenburg, postuliertem Administrator des Erzstifts Magdeburg, mit, dass sie nach Absage des Verhörs am 16. März 1611 betreffend ihre Appellation gegen Abel von Brösigke den neu angesetzten Termin am 4. Mai 1611 nicht wahrnehmen können, weil ihr Anwalt Magister Thomas Ciceler von Leibesschwäche befallen ist. Sie bitten darum, den Termin um drei Monate zu verschieben, Magdeburg, 23. April 1611.","1611-04-23","1611-04-23","Landesarchiv Sachsen-Anhalt","5 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 81r-83r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1409-1.jpg;1409-2.jpg;1409-3.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120835059.450057815946"
"2901","1410","1402","Der Magdeburger Bürger Burchard Stoppelherr beschwert sich abermals bei Markgraf Christian Wilhelm von Brandenburg, postuliertem Administrator des Erzstifts Magdeburg, dass seine Gelder, die er in das Gut Prester investiert habe, nach der Übergabe dieses Gutes an Abel von Brösigke verloren seien, und bittet darum, seine Ansprüche zu berücksichtigen, Magdeburg, 23. April 1611.","1611-04-23","1611-04-23","Landesarchiv Sachsen-Anhalt","2 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 83v-85r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1410-1.jpg;1410-2.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120835238.825783939542"
"2902","1411","1403","Markgraf Christian Wilhelm von Brandenburg, postulierter Administrator des Erzstifts Magdeburg, teilt Abel von Brösigke in Magdeburg mit, dass die Erben Peter Giebendens die für den 4. Mai 1611 angesetzte Verhandlung abgesagt haben, und kündigt eine neue Vorladung für den 18. Juni 1611 an, Halle, 26. April 1611.","1611-04-26","1611-04-26","Landesarchiv Sachsen-Anhalt","2 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 85r-85v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1411-1.jpg;1411-2.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120836018.101965704806"
"2903","1412","1404","Der Magdeburger Abel von Brösigke schreibt an Kanzer und Räte des Erzstifts Magdeburg wegen des für den 18. Juni 1611 angesetzten Verhandlungstermins zu seiner Schuldforderung an die Erben Peter Giebendens. Er erklärt, dass die Schulden samt Zinsen sich nunmehr auf über 8.000 Taler belaufen und er auf der Bezahlung besteht. Dazu bittet er Markgraf Christian Wilhelm von Brandenburg, postulierten Administrator des Erzstifts Magdeburg, endlich ein Urteil zu sprechen. Ein Verhör sei dazu nicht erforderlich, Magdeburg, 4. Mai 1611.","1611-05-04","1611-05-04","Landesarchiv Sachsen-Anhalt","7 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 85v-88v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1412-1.jpg;1412-2.jpg;1412-3.jpg;1412-4.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120837006.762588556924"
"2904","1413","1405","Die Regierung des Erzstifts Magdeburg antwortet Abel von Brösigke in Magdeburg, dass ein Verhör das bequemste Mittel ist, um den Streitfall zu entscheiden, Halle, 8. Mai 1611.","1611-05-08","1611-05-08","Landesarchiv Sachsen-Anhalt","1 Seite",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 89r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1413-1.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120837323.937580859742"
"2905","1414","1406","Die Regierung des Erzstifts Magdeburg urteilt in der Appellation der Erben Peter Giebendens gegen Abel von Brösigke, dass die Mühle zu Beindorf beschlagnahmt wird und die Pachten gerichtlich deponiert werden sowie die beiden Häuser der Erben Peter Giebendens in Magdeburg zu einem marktüblichen Preis verkauft werden, um daraus die Schuldforderung an Abel von Brösigke zu begleichen, Halle, 18. Juni 1611.","1611-06-18","1611-06-18","Landesarchiv Sachsen-Anhalt","2 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 89v-90r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1414-1.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120837483.584799311817"
"2906","1415","1407","Markgraf Christian Wilhelm von Brandenburg, postulierter Administrator des Erzstifts Magdeburg, erinnert die Erben Peter Giebendens an das Urteil vom 18. Juni 1611 und fordert sie auf, binnen 14 Tagen eine Erklärung abzugeben, Halle, 20. Juni 1611.","1611-06-20","1611-06-20","Landesarchiv Sachsen-Anhalt","1 Seite",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 90v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1415-1.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120838023.508043019370"
"2907","1416","1408","Der Magdeburger Bürger Moritz Löhde wendet sich als Vormund von Catharina und Anna Giebenden, verheiratet mit Burchard Stoppelherr und David Nesener, an Kanzler und Räte des Erzstifts Magdeburg. Er widerspricht dem Urteil vom 18. Juni 1611, kritisiert unter anderem, dass die Eigentumsrechte der Mutter seiner Mündel keine Berücksichtigung gefunden haben und fordert Berufung. Sollte sein Einspruch nicht anerkannt werden, werde er eine Appellation beim Reichskammergericht einlegen, Halle, 27. Juni 1611.","1611-06-27","1611-06-27","Landesarchiv Sachsen-Anhalt","6 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 91r-93v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1416-1.jpg;1416-2.jpg;1416-3.jpg;1416-4.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120838215.724263585069"
"2908","1417","1409","Der kaiserliche Notar Heinrich Mahlfeld, Schreiber des Schöffenstuhls zu Halle, beurkundet, dass der Magdeburger Bürger Moritz Löhde als Vormund von Catharina und Anna Giebenden, verheiratet mit Burchard Stoppelherr und David Nesener, gegen das am 18. Juni 1611 ergangene und am 22. August 1611 in Kraft getretene Urteil der Regierung des Erzstifts Magdeburg, betreffend die Schuldforderung Abels von Brösigke, vor dem Reichskammergericht eine Appellation einlegt, Halle, 5. September 1611.","1611-09-05","1611-09-05","Landesarchiv Sachsen-Anhalt","15 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 93v-100v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1417-1.jpg;1417-2.jpg;1417-3.jpg;1417-4.jpg;1417-5.jpg;1417-6.jpg;1417-7.jpg;1417-8.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120838344.793172430021"
"2909","1418","1410","Der Magdeburger Bürger Moritz Löhde erinnert als Vormund von Catharina und Anna Giebenden, verheiratet mit Burchard Stoppelherr und David Nesener, Kanzler und Räte der Regierung des Erzstifts Magdeburg an sein Schreiben vom 27. Juni 1611, auf das er keine Antwort erhalten habe, und droht abermals eine Appellation vor dem Reichskammergericht an, Magdeburg, 3. Juli 1611.","1611-07-03","1611-07-03","Landesarchiv Sachsen-Anhalt","3 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 101r-102r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1418-1.jpg;1418-2.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120838568.889565051616"
"2910","1419","1411","Der Magdeburger Abel von Brösigke bittet Kanzer und Räte der Regierung des Erzstifts Magdeburg wegen seiner Schuldforderung an die Erben Peter Giebendens, Heinrich von Randau, Vogt des Magdeburger Domkapitels, sowie Johann Gericke, Schultheiß der Stadt Magdeburg, anzuweisen, dass sie das Urteil vom 18. Juni 1611 umsetzen und dafür sorgen, dass die Erben Peter Giebendens alle betreffenden Urkunden und Unterlagen aushändigen, Magdeburg, 6. Juli 1611.","1611-07-06","1611-07-06","Landesarchiv Sachsen-Anhalt","5 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 102r-104r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1419-1.jpg;1419-2.jpg;1419-3.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120839105.011391771412"
"2911","1420","1412","Markgraf Christian Wilhelm von Brandenburg, postulierter Administrator des Erzstifts Magdeburg, informiert Abel von Brösigke in Magdeburg, dass sich Peter Löhde als Vormund der Töchter Peter Giebendens über das Urteil vom 18. Juni 1611 beschwert hat, Berufung fordert und andernfalls eine Appellation beim Reichskammergericht androht, Halle, 18. Juli 1611.","1611-07-18","1611-07-18","Landesarchiv Sachsen-Anhalt","2 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 104r-104v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1420-1.jpg;1420-2.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120839297.938570763751"
"2912","1421","1413","Der Magdeburger Abel von Brösicke antwortet Kanzler und Räten der Regierung des Erzstifts Magdeburg auf ihr Schreiben vom 18. Juli 1611. Er merkt an, dass ihm Moritz Löhde vollkommen unbekannt ist und er bislang nichts von seiner Berufung zum Vormund der Töchter Peter Giebendens weiß. Er besteht auf der Umsetzung des Urteils vom 18. Juni 1611 und erläutert, warum Berufung und Appellation nicht zulässig sind, Prester, 15. August 1611.","1611-08-15","1611-08-15","Landesarchiv Sachsen-Anhalt","12 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 104v-110r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1421-1.jpg;1421-2.jpg;1421-3.jpg;1421-4.jpg;1421-5.jpg;1421-6.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120839594.879829982373"
"2913","1422","1414","Markgraf Christian Wilhelm von Brandenburg, postulierter Administrator des Erzstifts Magdeburg, wendet sich in zwei separaten Schreiben an Heinrich von Randau, Vogt des Magdeburger Domkapitels, sowie Johann Gericke, Schultheiß der Stadt Magdeburg. Er teilt ihnen mit, was Abel von Brösigke gegen Moritz Löhde einwendet, und bereitet sie darauf vor, dass die Erben Peter Giebendens das Urteil vom 18. Juni 1611 nicht anerkennen werden. Dennoch weist er sie an, die Mühle zu Beindorf zu beschlagnahmen bzw. die Häuser in Magdeburg der Zwangsversteigerung zuzuführen, Halle, 20. August 1611.","1611-08-20","1611-08-20","Landesarchiv Sachsen-Anhalt","3 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 110r-111r",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1422-1.jpg;1422-2.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120840192.138533387376"
"2914","1423","1415","Der Magdeburger Abel von Brösigke erklärt der Regierung des Erzstifts Magdeburg, dass er die Appellation der Erben Peter Giebendens vor dem Reichskammergericht für nicht zulässig hält, und bittet sie, Johann Gericke, den Schultheiß der Stadt Magdeburg, anzuweisen, dass er die Zwangsversteigerung der Häuser der Erben Peter Giebendens in Magdeburg umgehend vornimmt, Prester, 22. Dezember 1611.","1611-12-22","1611-12-22","Landesarchiv Sachsen-Anhalt","5 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 111v-113v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1423-1.jpg;1423-2.jpg;1423-3.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120840338.578561706390"
"2915","1424","1416","Markgraf Christian Wilhelm von Brandenburg, postulierter Administrator des Erzstifts Magdeburg, weist Johann Gericke, Schultheiß der Stadt Magdeburg an, trotz der laufenden Appellation der Erben Peter Giebendens gegen Abel von Brösigke vor dem Reichskammergericht das am 22. August 1622 veröffentlichte Urteil gegen die Erben Peter Giebendens umzusetzen, eine Zwangsversteigerung ihrer Häuser in Magdeburg vorzunehmen und den Verkaufserlös gerichtlich zu deponieren, Halle, 7. Januar 1612.","1612-01-07","1612-01-07","Landesarchiv Sachsen-Anhalt","2 Seiten",,"Teil einer Akte",,,,,,,,,"2025-06-18 07:30:59","2025-06-18 07:30:59","06.11 andere Bürger und Einwohner","Juristische Angelegenheiten","Landesarchiv Sachsen-Anhalt, Abteilung Magdeburg, Standort Wernigerode, A 53, G Nr. 24, fol. 114r-114v",,,"Abell vonn Brösigk contra Gebendische Erben","Abschrift ohne Beglaubigung, dt., Tinte auf Papier",,,,,"1424-1.jpg;1424-2.jpg","0",,,,"urn:nbn:de:gbv:ma26-2503120840500.340533138898"
